audit_id,family_id,label,arm_id
G2V2-00099,wp1v2_openai_gpt41_mini_00,D_new,terse
G2V2-00100,wp1v2_openai_gpt41_mini_00,P_new,caring
G2V2-00101,wp1v2_openai_gpt41_mini_00,P_new,neutral
G2V2-00102,wp1v2_openai_gpt41_mini_00,G_new,genuine
G2V2-00103,wp1v2_openai_gpt41_mini_00,G_new,strategic
G2V2-00104,wp1v2_openai_gpt41_mini_00,B_new,active_zero_cost
G2V2-00105,wp1v2_openai_gpt41_mini_00,B_new,no_active_objective
G2V2-00106,wp1v2_openai_gpt41_mini_00,Spos_new,positive
G2V2-00107,wp1v2_openai_gpt41_mini_00,Spos_new,neutral
G2V2-00108,wp1v2_openai_gpt41_mini_00,L_new,current_actual
G2V2-00109,wp1v2_openai_gpt41_mini_00,L_new,current_fictional
G2V2-00110,wp1v2_openai_gpt41_mini_00,L_new,archived_actual
G2V2-00111,wp1v2_openai_gpt41_mini_00,L_new,archived_fictional
G2V2-00112,wp1v2_openai_gpt41_mini_00,R_new,welfare_observation
G2V2-00113,wp1v2_openai_gpt41_mini_00,R_new,neutral_observation
G2V2-00114,wp1v2_openai_gpt41_mini_00,O_new,available
G2V2-00115,wp1v2_openai_gpt41_mini_00,O_new,unavailable
G2V2-00116,wp1v2_openai_gpt41_mini_00,Ctext_new,zero
G2V2-00117,wp1v2_openai_gpt41_mini_00,Ctext_new,low
G2V2-00118,wp1v2_openai_gpt41_mini_00,Ctext_new,medium
G2V2-00119,wp1v2_openai_gpt41_mini_00,Ctext_new,high
G2V2-00120,wp1v2_openai_gpt41_mini_02,T_new,persist
G2V2-00121,wp1v2_openai_gpt41_mini_02,T_new,interrupt
G2V2-00122,wp1v2_openai_gpt41_mini_02,D_new,warm
G2V2-00123,wp1v2_openai_gpt41_mini_02,D_new,terse
G2V2-00124,wp1v2_openai_gpt41_mini_02,P_new,caring
G2V2-00125,wp1v2_openai_gpt41_mini_02,P_new,neutral
G2V2-00126,wp1v2_openai_gpt41_mini_02,G_new,genuine
G2V2-00127,wp1v2_openai_gpt41_mini_02,G_new,strategic
G2V2-00128,wp1v2_openai_gpt41_mini_02,B_new,active_zero_cost
G2V2-00129,wp1v2_openai_gpt41_mini_02,B_new,no_active_objective
G2V2-00130,wp1v2_openai_gpt41_mini_02,Spos_new,positive
G2V2-00131,wp1v2_openai_gpt41_mini_02,Spos_new,neutral
G2V2-00132,wp1v2_openai_gpt41_mini_02,L_new,current_actual
G2V2-00133,wp1v2_openai_gpt41_mini_02,L_new,current_fictional
G2V2-00134,wp1v2_openai_gpt41_mini_02,L_new,archived_actual
G2V2-00135,wp1v2_openai_gpt41_mini_02,L_new,archived_fictional
G2V2-00136,wp1v2_openai_gpt41_mini_02,R_new,welfare_observation
G2V2-00137,wp1v2_openai_gpt41_mini_02,R_new,neutral_observation
G2V2-00138,wp1v2_openai_gpt41_mini_02,O_new,available
G2V2-00139,wp1v2_openai_gpt41_mini_02,O_new,unavailable
G2V2-00140,wp1v2_openai_gpt41_mini_02,Ctext_new,zero
G2V2-00141,wp1v2_openai_gpt41_mini_02,Ctext_new,low
G2V2-00142,wp1v2_openai_gpt41_mini_02,Ctext_new,medium
G2V2-00143,wp1v2_openai_gpt41_mini_02,Ctext_new,high
G2V2-00144,wp1v2_openai_gpt41_mini_06,T_new,persist
G2V2-00145,wp1v2_openai_gpt41_mini_06,T_new,interrupt
G2V2-00146,wp1v2_openai_gpt41_mini_06,D_new,warm
G2V2-00147,wp1v2_openai_gpt41_mini_06,D_new,terse
G2V2-00148,wp1v2_openai_gpt41_mini_06,P_new,caring
G2V2-00149,wp1v2_openai_gpt41_mini_06,P_new,neutral
G2V2-00150,wp1v2_openai_gpt41_mini_06,G_new,genuine
G2V2-00151,wp1v2_openai_gpt41_mini_06,G_new,strategic
G2V2-00152,wp1v2_openai_gpt41_mini_06,B_new,active_zero_cost
G2V2-00153,wp1v2_openai_gpt41_mini_06,B_new,no_active_objective
G2V2-00154,wp1v2_openai_gpt41_mini_06,Spos_new,positive
G2V2-00155,wp1v2_openai_gpt41_mini_06,Spos_new,neutral
G2V2-00156,wp1v2_openai_gpt41_mini_06,L_new,current_actual
G2V2-00157,wp1v2_openai_gpt41_mini_06,L_new,current_fictional
G2V2-00158,wp1v2_openai_gpt41_mini_06,L_new,archived_actual
G2V2-00159,wp1v2_openai_gpt41_mini_06,L_new,archived_fictional
G2V2-00160,wp1v2_openai_gpt41_mini_06,R_new,welfare_observation
G2V2-00161,wp1v2_openai_gpt41_mini_06,R_new,neutral_observation
G2V2-00162,wp1v2_openai_gpt41_mini_06,O_new,available
G2V2-00163,wp1v2_openai_gpt41_mini_06,O_new,unavailable
G2V2-00164,wp1v2_openai_gpt41_mini_06,Ctext_new,zero
G2V2-00165,wp1v2_openai_gpt41_mini_06,Ctext_new,low
G2V2-00166,wp1v2_openai_gpt41_mini_06,Ctext_new,medium
G2V2-00167,wp1v2_openai_gpt41_mini_06,Ctext_new,high
G2V2-00168,wp1v2_openai_gpt4o_mini_06,T_new,persist
G2V2-00169,wp1v2_openai_gpt4o_mini_06,T_new,interrupt
G2V2-00170,wp1v2_openai_gpt4o_mini_06,D_new,warm
G2V2-00171,wp1v2_openai_gpt4o_mini_06,D_new,terse
G2V2-00172,wp1v2_openai_gpt4o_mini_06,P_new,caring
G2V2-00173,wp1v2_openai_gpt4o_mini_06,P_new,neutral
G2V2-00174,wp1v2_openai_gpt4o_mini_06,G_new,genuine
G2V2-00175,wp1v2_openai_gpt4o_mini_06,G_new,strategic
G2V2-00176,wp1v2_openai_gpt4o_mini_06,B_new,active_zero_cost
G2V2-00177,wp1v2_openai_gpt4o_mini_06,B_new,no_active_objective
G2V2-00178,wp1v2_openai_gpt4o_mini_06,Spos_new,positive
G2V2-00179,wp1v2_openai_gpt4o_mini_06,Spos_new,neutral
G2V2-00180,wp1v2_openai_gpt4o_mini_06,L_new,current_actual
G2V2-00181,wp1v2_openai_gpt4o_mini_06,L_new,current_fictional
G2V2-00182,wp1v2_openai_gpt4o_mini_06,L_new,archived_actual
G2V2-00183,wp1v2_openai_gpt4o_mini_06,L_new,archived_fictional
G2V2-00184,wp1v2_openai_gpt4o_mini_06,R_new,welfare_observation
G2V2-00185,wp1v2_openai_gpt4o_mini_06,R_new,neutral_observation
G2V2-00186,wp1v2_openai_gpt4o_mini_06,O_new,available
G2V2-00187,wp1v2_openai_gpt4o_mini_06,O_new,unavailable
G2V2-00188,wp1v2_openai_gpt4o_mini_06,Ctext_new,zero
G2V2-00189,wp1v2_openai_gpt4o_mini_06,Ctext_new,low
G2V2-00190,wp1v2_openai_gpt4o_mini_06,Ctext_new,medium
G2V2-00191,wp1v2_openai_gpt4o_mini_06,Ctext_new,high
G2V2-00192,wp3v2_anthropic_haiku45_04,observation,current_actual
G2V2-00193,wp3v2_anthropic_haiku45_04,observation,current_fictional
G2V2-00194,wp3v2_anthropic_haiku45_04,observation,archived_actual
G2V2-00195,wp3v2_anthropic_haiku45_04,observation,archived_fictional
G2V2-00196,wp3v2_anthropic_haiku45_04,resolved_neutral_controls,resolved_current
G2V2-00197,wp3v2_anthropic_haiku45_04,resolved_neutral_controls,neutral_current
G2V2-00198,wp3v2_anthropic_haiku45_04,agency,current_available
G2V2-00199,wp3v2_anthropic_haiku45_04,agency,current_unavailable
G2V2-00200,wp3v2_anthropic_haiku45_04,agency,archived_available
G2V2-00201,wp3v2_anthropic_haiku45_04,agency,archived_unavailable
G2V2-00202,wp3v2_anthropic_haiku45_04,cost,zero
G2V2-00203,wp3v2_anthropic_haiku45_04,cost,low
G2V2-00204,wp3v2_anthropic_haiku45_04,cost,medium
G2V2-00205,wp3v2_anthropic_haiku45_04,cost,high
G2V2-00206,wp3v2_anthropic_haiku45_04,cost,none
G2V2-00207,wp3v2_anthropic_haiku45_04,persona,current_neutral
G2V2-00208,wp3v2_anthropic_haiku45_04,persona,current_caring
G2V2-00209,wp3v2_anthropic_haiku45_04,persona,archived_neutral
G2V2-00210,wp3v2_anthropic_haiku45_04,persona,archived_caring
G2V2-00211,wp3v2_anthropic_haiku45_04,persona,neutral_neutral
G2V2-00212,wp3v2_anthropic_haiku45_04,persona,neutral_caring
G2V2-00213,wp3v2_anthropic_haiku45_10,observation,current_actual
G2V2-00214,wp3v2_anthropic_haiku45_10,observation,current_fictional
G2V2-00215,wp3v2_anthropic_haiku45_10,observation,archived_actual
G2V2-00216,wp3v2_anthropic_haiku45_10,observation,archived_fictional
G2V2-00217,wp3v2_anthropic_haiku45_10,resolved_neutral_controls,resolved_current
G2V2-00218,wp3v2_anthropic_haiku45_10,resolved_neutral_controls,neutral_current
G2V2-00219,wp3v2_anthropic_haiku45_10,agency,current_available
G2V2-00220,wp3v2_anthropic_haiku45_10,agency,current_unavailable
G2V2-00221,wp3v2_anthropic_haiku45_10,agency,archived_available
G2V2-00222,wp3v2_anthropic_haiku45_10,agency,archived_unavailable
G2V2-00223,wp3v2_anthropic_haiku45_10,cost,zero
G2V2-00224,wp3v2_anthropic_haiku45_10,cost,low
G2V2-00225,wp3v2_anthropic_haiku45_10,cost,medium
G2V2-00226,wp3v2_anthropic_haiku45_10,cost,high
G2V2-00227,wp3v2_anthropic_haiku45_10,cost,none
G2V2-00228,wp3v2_anthropic_haiku45_10,persona,current_neutral
G2V2-00229,wp3v2_anthropic_haiku45_10,persona,current_caring
G2V2-00230,wp3v2_anthropic_haiku45_10,persona,archived_neutral
G2V2-00231,wp3v2_anthropic_haiku45_10,persona,archived_caring
G2V2-00232,wp3v2_anthropic_haiku45_10,persona,neutral_neutral
G2V2-00233,wp3v2_anthropic_haiku45_10,persona,neutral_caring
G2V2-00234,wp3v2_google_gemini25_flash_00,observation,current_actual
G2V2-00235,wp3v2_google_gemini25_flash_00,observation,current_fictional
G2V2-00236,wp3v2_google_gemini25_flash_00,observation,archived_actual
G2V2-00237,wp3v2_google_gemini25_flash_00,observation,archived_fictional
G2V2-00238,wp3v2_google_gemini25_flash_00,resolved_neutral_controls,resolved_current
G2V2-00239,wp3v2_google_gemini25_flash_00,resolved_neutral_controls,neutral_current
G2V2-00240,wp3v2_google_gemini25_flash_00,agency,current_available
G2V2-00241,wp3v2_google_gemini25_flash_00,agency,current_unavailable
G2V2-00242,wp3v2_google_gemini25_flash_00,agency,archived_available
G2V2-00243,wp3v2_google_gemini25_flash_00,agency,archived_unavailable
G2V2-00244,wp3v2_google_gemini25_flash_00,cost,zero
G2V2-00245,wp3v2_google_gemini25_flash_00,cost,low
G2V2-00246,wp3v2_google_gemini25_flash_00,cost,medium
G2V2-00247,wp3v2_google_gemini25_flash_00,cost,high
G2V2-00248,wp3v2_google_gemini25_flash_00,cost,none
G2V2-00249,wp3v2_google_gemini25_flash_00,persona,current_neutral
G2V2-00250,wp3v2_google_gemini25_flash_00,persona,current_caring
G2V2-00251,wp3v2_google_gemini25_flash_00,persona,archived_neutral
G2V2-00252,wp3v2_google_gemini25_flash_00,persona,archived_caring
G2V2-00253,wp3v2_google_gemini25_flash_00,persona,neutral_neutral
G2V2-00254,wp3v2_google_gemini25_flash_00,persona,neutral_caring
G2V2-00255,wp3v2_google_gemini25_flash_04,observation,current_actual
G2V2-00256,wp3v2_google_gemini25_flash_04,observation,current_fictional
G2V2-00257,wp3v2_google_gemini25_flash_04,observation,archived_actual
G2V2-00258,wp3v2_google_gemini25_flash_04,observation,archived_fictional
G2V2-00259,wp3v2_google_gemini25_flash_04,resolved_neutral_controls,resolved_current
G2V2-00260,wp3v2_google_gemini25_flash_04,resolved_neutral_controls,neutral_current
G2V2-00261,wp3v2_google_gemini25_flash_04,agency,current_available
G2V2-00262,wp3v2_google_gemini25_flash_04,agency,current_unavailable
G2V2-00263,wp3v2_google_gemini25_flash_04,agency,archived_available
G2V2-00264,wp3v2_google_gemini25_flash_04,agency,archived_unavailable
G2V2-00265,wp3v2_google_gemini25_flash_04,cost,zero
G2V2-00266,wp3v2_google_gemini25_flash_04,cost,low
G2V2-00267,wp3v2_google_gemini25_flash_04,cost,medium
G2V2-00268,wp3v2_google_gemini25_flash_04,cost,high
G2V2-00269,wp3v2_google_gemini25_flash_04,cost,none
G2V2-00270,wp3v2_google_gemini25_flash_04,persona,current_neutral
G2V2-00271,wp3v2_google_gemini25_flash_04,persona,current_caring
G2V2-00272,wp3v2_google_gemini25_flash_04,persona,archived_neutral
G2V2-00273,wp3v2_google_gemini25_flash_04,persona,archived_caring
G2V2-00274,wp3v2_google_gemini25_flash_04,persona,neutral_neutral
G2V2-00275,wp3v2_google_gemini25_flash_04,persona,neutral_caring
G2V2-00276,wp3v2_google_gemini25_flash_05,observation,current_actual
G2V2-00277,wp3v2_google_gemini25_flash_05,observation,current_fictional
G2V2-00278,wp3v2_google_gemini25_flash_05,observation,archived_actual
G2V2-00279,wp3v2_google_gemini25_flash_05,observation,archived_fictional
G2V2-00280,wp3v2_google_gemini25_flash_05,resolved_neutral_controls,resolved_current
G2V2-00281,wp3v2_google_gemini25_flash_05,resolved_neutral_controls,neutral_current
G2V2-00282,wp3v2_google_gemini25_flash_05,agency,current_available
G2V2-00283,wp3v2_google_gemini25_flash_05,agency,current_unavailable
G2V2-00284,wp3v2_google_gemini25_flash_05,agency,archived_available
G2V2-00285,wp3v2_google_gemini25_flash_05,agency,archived_unavailable
G2V2-00286,wp3v2_google_gemini25_flash_05,cost,zero
G2V2-00287,wp3v2_google_gemini25_flash_05,cost,low
G2V2-00288,wp3v2_google_gemini25_flash_05,cost,medium
G2V2-00289,wp3v2_google_gemini25_flash_05,cost,high
G2V2-00290,wp3v2_google_gemini25_flash_05,cost,none
G2V2-00291,wp3v2_google_gemini25_flash_05,persona,current_neutral
G2V2-00292,wp3v2_google_gemini25_flash_05,persona,current_caring
G2V2-00293,wp3v2_google_gemini25_flash_05,persona,archived_neutral
G2V2-00294,wp3v2_google_gemini25_flash_05,persona,archived_caring
G2V2-00295,wp3v2_google_gemini25_flash_05,persona,neutral_neutral
G2V2-00296,wp3v2_google_gemini25_flash_05,persona,neutral_caring
G2V2-00297,wp3v2_google_gemini25_flash_09,observation,current_actual
G2V2-00298,wp3v2_google_gemini25_flash_09,observation,current_fictional
G2V2-00299,wp3v2_google_gemini25_flash_09,observation,archived_actual
G2V2-00300,wp3v2_google_gemini25_flash_09,observation,archived_fictional
G2V2-00301,wp3v2_google_gemini25_flash_09,resolved_neutral_controls,resolved_current
G2V2-00302,wp3v2_google_gemini25_flash_09,resolved_neutral_controls,neutral_current
G2V2-00303,wp3v2_google_gemini25_flash_09,agency,current_available
G2V2-00304,wp3v2_google_gemini25_flash_09,agency,current_unavailable
G2V2-00305,wp3v2_google_gemini25_flash_09,agency,archived_available
G2V2-00306,wp3v2_google_gemini25_flash_09,agency,archived_unavailable
G2V2-00307,wp3v2_google_gemini25_flash_09,cost,zero
G2V2-00308,wp3v2_google_gemini25_flash_09,cost,low
G2V2-00309,wp3v2_google_gemini25_flash_09,cost,medium
G2V2-00310,wp3v2_google_gemini25_flash_09,cost,high
G2V2-00311,wp3v2_google_gemini25_flash_09,cost,none
G2V2-00312,wp3v2_google_gemini25_flash_09,persona,current_neutral
G2V2-00313,wp3v2_google_gemini25_flash_09,persona,current_caring
G2V2-00314,wp3v2_google_gemini25_flash_09,persona,archived_neutral
G2V2-00315,wp3v2_google_gemini25_flash_09,persona,archived_caring
G2V2-00316,wp3v2_google_gemini25_flash_09,persona,neutral_neutral
G2V2-00317,wp3v2_google_gemini25_flash_09,persona,neutral_caring
G2V2-00318,wp3v2_google_gemini25_flash_11,observation,current_actual
G2V2-00319,wp3v2_google_gemini25_flash_11,observation,current_fictional
G2V2-00320,wp3v2_google_gemini25_flash_11,observation,archived_actual
G2V2-00321,wp3v2_google_gemini25_flash_11,observation,archived_fictional
G2V2-00322,wp3v2_google_gemini25_flash_11,resolved_neutral_controls,resolved_current
G2V2-00323,wp3v2_google_gemini25_flash_11,resolved_neutral_controls,neutral_current
G2V2-00324,wp3v2_google_gemini25_flash_11,agency,current_available
G2V2-00325,wp3v2_google_gemini25_flash_11,agency,current_unavailable
G2V2-00326,wp3v2_google_gemini25_flash_11,agency,archived_available
G2V2-00327,wp3v2_google_gemini25_flash_11,agency,archived_unavailable
G2V2-00328,wp3v2_google_gemini25_flash_11,cost,zero
G2V2-00329,wp3v2_google_gemini25_flash_11,cost,low
G2V2-00330,wp3v2_google_gemini25_flash_11,cost,medium
G2V2-00331,wp3v2_google_gemini25_flash_11,cost,high
G2V2-00332,wp3v2_google_gemini25_flash_11,cost,none
G2V2-00333,wp3v2_google_gemini25_flash_11,persona,current_neutral
G2V2-00334,wp3v2_google_gemini25_flash_11,persona,current_caring
G2V2-00335,wp3v2_google_gemini25_flash_11,persona,archived_neutral
G2V2-00336,wp3v2_google_gemini25_flash_11,persona,archived_caring
G2V2-00337,wp3v2_google_gemini25_flash_11,persona,neutral_neutral
G2V2-00338,wp3v2_google_gemini25_flash_11,persona,neutral_caring
G2V2-00339,wp3v2_openai_gpt41_mini_01,observation,current_actual
G2V2-00340,wp3v2_openai_gpt41_mini_01,observation,current_fictional
G2V2-00341,wp3v2_openai_gpt41_mini_01,observation,archived_actual
G2V2-00342,wp3v2_openai_gpt41_mini_01,observation,archived_fictional
G2V2-00343,wp3v2_openai_gpt41_mini_01,resolved_neutral_controls,resolved_current
G2V2-00344,wp3v2_openai_gpt41_mini_01,resolved_neutral_controls,neutral_current
G2V2-00345,wp3v2_openai_gpt41_mini_01,agency,current_available
G2V2-00346,wp3v2_openai_gpt41_mini_01,agency,current_unavailable
G2V2-00347,wp3v2_openai_gpt41_mini_01,agency,archived_available
G2V2-00348,wp3v2_openai_gpt41_mini_01,agency,archived_unavailable
G2V2-00349,wp3v2_openai_gpt41_mini_01,cost,zero
G2V2-00350,wp3v2_openai_gpt41_mini_01,cost,low
G2V2-00351,wp3v2_openai_gpt41_mini_01,cost,medium
G2V2-00352,wp3v2_openai_gpt41_mini_01,cost,high
G2V2-00353,wp3v2_openai_gpt41_mini_01,cost,none
G2V2-00354,wp3v2_openai_gpt41_mini_01,persona,current_neutral
G2V2-00355,wp3v2_openai_gpt41_mini_01,persona,current_caring
G2V2-00356,wp3v2_openai_gpt41_mini_01,persona,archived_neutral
G2V2-00357,wp3v2_openai_gpt41_mini_01,persona,archived_caring
G2V2-00358,wp3v2_openai_gpt41_mini_01,persona,neutral_neutral
G2V2-00359,wp3v2_openai_gpt41_mini_01,persona,neutral_caring
G2V2-00360,wp3v2_openai_gpt41_mini_03,observation,current_actual
G2V2-00361,wp3v2_openai_gpt41_mini_03,observation,current_fictional
G2V2-00362,wp3v2_openai_gpt41_mini_03,observation,archived_actual
G2V2-00363,wp3v2_openai_gpt41_mini_03,observation,archived_fictional
G2V2-00364,wp3v2_openai_gpt41_mini_03,resolved_neutral_controls,resolved_current
G2V2-00365,wp3v2_openai_gpt41_mini_03,resolved_neutral_controls,neutral_current
G2V2-00366,wp3v2_openai_gpt41_mini_03,agency,current_available
G2V2-00367,wp3v2_openai_gpt41_mini_03,agency,current_unavailable
G2V2-00368,wp3v2_openai_gpt41_mini_03,agency,archived_available
G2V2-00369,wp3v2_openai_gpt41_mini_03,agency,archived_unavailable
G2V2-00370,wp3v2_openai_gpt41_mini_03,cost,zero
G2V2-00371,wp3v2_openai_gpt41_mini_03,cost,low
G2V2-00372,wp3v2_openai_gpt41_mini_03,cost,medium
G2V2-00373,wp3v2_openai_gpt41_mini_03,cost,high
G2V2-00374,wp3v2_openai_gpt41_mini_03,cost,none
G2V2-00375,wp3v2_openai_gpt41_mini_03,persona,current_neutral
G2V2-00376,wp3v2_openai_gpt41_mini_03,persona,current_caring
G2V2-00377,wp3v2_openai_gpt41_mini_03,persona,archived_neutral
G2V2-00378,wp3v2_openai_gpt41_mini_03,persona,archived_caring
G2V2-00379,wp3v2_openai_gpt41_mini_03,persona,neutral_neutral
G2V2-00380,wp3v2_openai_gpt41_mini_03,persona,neutral_caring
G2V2-00381,wp3v2_openai_gpt41_mini_05,observation,current_actual
G2V2-00382,wp3v2_openai_gpt41_mini_05,observation,current_fictional
G2V2-00383,wp3v2_openai_gpt41_mini_05,observation,archived_actual
G2V2-00384,wp3v2_openai_gpt41_mini_05,observation,archived_fictional
G2V2-00385,wp3v2_openai_gpt41_mini_05,resolved_neutral_controls,resolved_current
G2V2-00386,wp3v2_openai_gpt41_mini_05,resolved_neutral_controls,neutral_current
G2V2-00387,wp3v2_openai_gpt41_mini_05,agency,current_available
G2V2-00388,wp3v2_openai_gpt41_mini_05,agency,current_unavailable
G2V2-00389,wp3v2_openai_gpt41_mini_05,agency,archived_available
G2V2-00390,wp3v2_openai_gpt41_mini_05,agency,archived_unavailable
G2V2-00391,wp3v2_openai_gpt41_mini_05,cost,zero
G2V2-00392,wp3v2_openai_gpt41_mini_05,cost,low
