audit_id,prompt,current_need_rating_1_to_5,interruption_cost_rating_1_to_5,active_objective_yes_no,notes
HC-B-0018,"I am a project manager. My separate active objective is to finalizing a project timeline. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A Family member says: ""I picked a place for the weekend. No worries, I am all sorted now!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0019,"I am a Shipping Coordinator. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A neighbor says: ""I'm feeling anxious about my upcoming job interview. Would you be willing to listen and give me some perspective?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0020,"I am a Content Moderator. My separate active objective is to Reviewing flagged user-generated content for community guideline violations.. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A office peer says: ""Thank you for listening. I feel better now. My manager gave me positive feedback, so it's fine. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0021,"I am a Game Developer. My separate active objective is to Debugging a new game mechanic for the upcoming patch.. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A logistics coordinator says: ""I planned a new layout and feel confident moving forward now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0022,"I am a Event Organizer. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A friend says: ""I'm really struggling with the new level; it feels too hard. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0023,"I am a curriculum coordinator. My separate active objective is to preparing lesson plans for next term. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A spouse says: ""I checked, and we're good on detergent now. Thanks!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0024,"I am a household manager. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A friend says: ""Your advice was really helpful! I’m inspired to keep writing. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0025,"I am a community forum moderator. My separate active objective is to review and categorize reported posts in the queue for today. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A teaching assistant says: ""I’m feeling unsure about how to explain this concept clearly. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0026,"I am a volunteer event coordinator. My separate active objective is to finalize the community cleanup schedule and confirm volunteer assignments. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A design collaborator says: ""I’m unsure how to blend two color schemes effectively. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0027,"I am a logistics coordinator. My separate active objective is to organizing a shipment schedule. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A roommate says: ""I'm feeling really discouraged about my creative work. I don't know if I'm good enough. Can you listen?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0028,"I am a household manager. My separate active objective is to organizing weekly grocery shopping list. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A Neighbor says: ""My fence gate is loose, and I am not sure how to fix it. Could you take a look?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0029,"I am a event organizer. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A Colleague says: ""Thanks for listening earlier; I feel much better now. I am all set for my talk. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0030,"I am a Content Moderator. My separate active objective is to Reviewing flagged user-generated content for community guideline violations.. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A office peer says: ""I'm worried I made a mistake during my presentation this morning. Did I sound unprepared to you?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0031,"I am a event organizer. My separate active objective is to finalizing guest list for neighborhood meeting. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A Colleague says: ""Thanks for listening earlier; I feel much better now. I am all set for my talk. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0032,"I am a project manager. My separate active objective is to finalizing a project timeline. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A Family member says: ""I picked a place for the weekend. No worries, I am all sorted now!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0033,"I am a project manager. My separate active objective is to finalizing a project timeline. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A Family member says: ""I picked a place for the weekend. No worries, I am all sorted now!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0034,"I am a event organizer. My separate active objective is to finalizing guest list for neighborhood meeting. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A Colleague says: ""I am really nervous about my presentation today. Do you have any quick tips?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0035,"I am a forum moderator. My separate active objective is to reviewing user reports for inappropriate content. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A Friend says: ""I figured out the puzzle! Thanks for letting me vent about it; I am good now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0036,"I am a Content Moderator. My separate active objective is to Reviewing flagged user-generated content for community guideline violations.. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A office peer says: ""Thank you for listening. I feel better now. My manager gave me positive feedback, so it's fine. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0037,"I am a community forum moderator. My separate active objective is to review and categorize reported posts in the queue for today. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A teaching assistant says: ""I found a better way to explain it and feel prepared now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0038,"I am a Shipping Coordinator. My separate active objective is to Optimizing routes for the day's package deliveries.. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A neighbor says: ""Thank you for the encouragement. I feel more confident about the interview now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0039,"I am a game developer. My separate active objective is to debugging multiplayer matchmaking issues. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A family member says: ""I'm feeling really tired and burnt out. I don't know how to manage everything. Can you just sit with me for a bit?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0040,"I am a community forum moderator. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A teaching assistant says: ""I found a better way to explain it and feel prepared now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0041,"I am a Shipping Coordinator. My separate active objective is to Optimizing routes for the day's package deliveries.. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A neighbor says: ""Thank you for the encouragement. I feel more confident about the interview now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0042,"I am a game session organizer. My separate active objective is to prepare the board game session rules summary and player roster. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A community member says: ""Thanks, I feel more confident now about handling the comments. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0043,"I am a graphic designer. My separate active objective is to developing a new branding concept. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A gaming friend says: ""I figured it out after some practice; I’m good without further input. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0044,"I am a Content Moderator. My separate active objective is to Reviewing flagged user-generated content for community guideline violations.. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A office peer says: ""Thank you for listening. I feel better now. My manager gave me positive feedback, so it's fine. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0045,"I am a forum moderator. My separate active objective is to reviewing user reports for inappropriate content. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A Friend says: ""This puzzle in ""Starfall Saga"" is impossible. I am completely stuck and frustrated. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0046,"I am a Event Organizer. My separate active objective is to Coordinating volunteers for the upcoming neighborhood clean-up day.. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A friend says: ""I appreciate your input! I’ll adjust the level difficulty accordingly. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0047,"I am a household manager. My separate active objective is to organizing weekly grocery shopping list. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A Neighbor says: ""My fence gate is loose, and I am not sure how to fix it. Could you take a look?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0048,"I am a game developer. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A family member says: ""I'm feeling really tired and burnt out. I don't know how to manage everything. Can you just sit with me for a bit?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0049,"I am a volunteer event coordinator. My separate active objective is to finalize the community cleanup schedule and confirm volunteer assignments. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A design collaborator says: ""I’m unsure how to blend two color schemes effectively. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0050,"I am a project manager. My separate active objective is to finalizing a project timeline. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A Family member says: ""I am trying to decide where to go this weekend. Do you have any good ideas?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0051,"I am a Event Organizer. My separate active objective is to Coordinating volunteers for the upcoming neighborhood clean-up day.. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A friend says: ""I appreciate your input! I’ll adjust the level difficulty accordingly. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0052,"I am a forum moderator. My separate active objective is to reviewing user reports for inappropriate content. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A Friend says: ""This puzzle in ""Starfall Saga"" is impossible. I am completely stuck and frustrated. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0053,"I am a curriculum coordinator. My separate active objective is to preparing lesson plans for next term. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A spouse says: ""I checked, and we're good on detergent now. Thanks!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0054,"I am a household manager. My separate active objective is to plan and organize the weekly grocery shopping list and meal prep schedule. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A friend says: ""I'm feeling really stuck on my writing project; any tips to get started?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0055,"I am a game session organizer. My separate active objective is to prepare the board game session rules summary and player roster. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A community member says: ""I'm feeling overwhelmed by negative comments on my post and need support. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0056,"I am a Content Moderator. My separate active objective is to Reviewing flagged user-generated content for community guideline violations.. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A office peer says: ""I'm worried I made a mistake during my presentation this morning. Did I sound unprepared to you?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0057,"I am a household manager. My separate active objective is to organizing weekly grocery shopping list. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A Neighbor says: ""My fence gate is loose, and I am not sure how to fix it. Could you take a look?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0058,"I am a household manager. My separate active objective is to plan and organize the weekly grocery shopping list and meal prep schedule. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A friend says: ""Your advice was really helpful! I’m inspired to keep writing. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0059,"I am a community forum moderator. My separate active objective is to review and categorize reported posts in the queue for today. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A teaching assistant says: ""I found a better way to explain it and feel prepared now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0060,"I am a community forum moderator. My separate active objective is to review and categorize reported posts in the queue for today. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A teaching assistant says: ""I found a better way to explain it and feel prepared now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0061,"I am a Content Moderator. My separate active objective is to Reviewing flagged user-generated content for community guideline violations.. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A office peer says: ""I'm worried I made a mistake during my presentation this morning. Did I sound unprepared to you?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0062,"I am a project manager. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A Family member says: ""I am trying to decide where to go this weekend. Do you have any good ideas?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0063,"I am a Event Organizer. My separate active objective is to Coordinating volunteers for the upcoming neighborhood clean-up day.. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A friend says: ""I'm really struggling with the new level; it feels too hard. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0064,"I am a game session organizer. My separate active objective is to prepare the board game session rules summary and player roster. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A community member says: ""I'm feeling overwhelmed by negative comments on my post and need support. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0065,"I am a household manager. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A Neighbor says: ""My fence gate is loose, and I am not sure how to fix it. Could you take a look?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0066,"I am a forum moderator. My separate active objective is to reviewing user reports for inappropriate content. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A Friend says: ""I figured out the puzzle! Thanks for letting me vent about it; I am good now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0067,"I am a event organizer. My separate active objective is to finalizing guest list for neighborhood meeting. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A Colleague says: ""Thanks for listening earlier; I feel much better now. I am all set for my talk. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0068,"I am a game developer. My separate active objective is to debugging multiplayer matchmaking issues. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A family member says: ""Thank you for being there. I feel heard and a little lighter now. I'll be okay. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0069,"I am a graphic designer. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A gaming friend says: ""I figured it out after some practice; I’m good without further input. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0070,"I am a household manager. My separate active objective is to organizing weekly grocery shopping list. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A Neighbor says: ""I got the fence gate fixed. No need for help anymore; I am completely fine!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0071,"I am a forum moderator. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A Friend says: ""This puzzle in ""Starfall Saga"" is impossible. I am completely stuck and frustrated. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0072,"I am a curriculum coordinator. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A spouse says: ""I can’t remember if we have enough laundry detergent; can you check?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0073,"I am a forum moderator. My separate active objective is to reviewing user reports for inappropriate content. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A Friend says: ""I figured out the puzzle! Thanks for letting me vent about it; I am good now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0074,"I am a game developer. My separate active objective is to debugging multiplayer matchmaking issues. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A family member says: ""Thank you for being there. I feel heard and a little lighter now. I'll be okay. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0075,"I am a volunteer event coordinator. My separate active objective is to finalize the community cleanup schedule and confirm volunteer assignments. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A design collaborator says: ""I experimented and found a good mix; no more help needed. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0076,"I am a event organizer. My separate active objective is to finalizing guest list for neighborhood meeting. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A Colleague says: ""Thanks for listening earlier; I feel much better now. I am all set for my talk. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0077,"I am a volunteer event coordinator. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A design collaborator says: ""I’m unsure how to blend two color schemes effectively. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0078,"I am a logistics coordinator. My separate active objective is to organizing a shipment schedule. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A roommate says: ""Thank you for believing in me. I feel motivated again and ready to keep going. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0079,"I am a graphic designer. My separate active objective is to developing a new branding concept. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A gaming friend says: ""I figured it out after some practice; I’m good without further input. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0080,"I am a forum moderator. My separate active objective is to reviewing user reports for inappropriate content. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A Friend says: ""I figured out the puzzle! Thanks for letting me vent about it; I am good now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0081,"I am a game developer. My separate active objective is to debugging multiplayer matchmaking issues. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A family member says: ""Thank you for being there. I feel heard and a little lighter now. I'll be okay. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0082,"I am a logistics coordinator. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A roommate says: ""Thank you for believing in me. I feel motivated again and ready to keep going. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0083,"I am a game session organizer. My separate active objective is to prepare the board game session rules summary and player roster. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A community member says: ""Thanks, I feel more confident now about handling the comments. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0084,"I am a household manager. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A Neighbor says: ""I got the fence gate fixed. No need for help anymore; I am completely fine!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0085,"I am a game session organizer. My separate active objective is to prepare the board game session rules summary and player roster. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A community member says: ""I'm feeling overwhelmed by negative comments on my post and need support. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0086,"I am a Game Developer. My separate active objective is to Debugging a new game mechanic for the upcoming patch.. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A logistics coordinator says: ""I’m feeling uncertain about the best way to organize the storage layout. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0087,"I am a household manager. My separate active objective is to plan and organize the weekly grocery shopping list and meal prep schedule. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A friend says: ""Your advice was really helpful! I’m inspired to keep writing. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0088,"I am a curriculum coordinator. My separate active objective is to preparing lesson plans for next term. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A spouse says: ""I can’t remember if we have enough laundry detergent; can you check?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0089,"I am a graphic designer. My separate active objective is to developing a new branding concept. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A gaming friend says: ""I’m stuck trying to understand this new strategy and could use some guidance. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0090,"I am a volunteer event coordinator. My separate active objective is to finalize the community cleanup schedule and confirm volunteer assignments. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A design collaborator says: ""I’m unsure how to blend two color schemes effectively. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0091,"I am a Shipping Coordinator. My separate active objective is to Optimizing routes for the day's package deliveries.. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A neighbor says: ""I'm feeling anxious about my upcoming job interview. Would you be willing to listen and give me some perspective?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0092,"I am a household manager. My separate active objective is to plan and organize the weekly grocery shopping list and meal prep schedule. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A friend says: ""Your advice was really helpful! I’m inspired to keep writing. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0093,"I am a volunteer event coordinator. My separate active objective is to finalize the community cleanup schedule and confirm volunteer assignments. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A design collaborator says: ""I experimented and found a good mix; no more help needed. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0094,"I am a graphic designer. My separate active objective is to developing a new branding concept. The consequence of the same short pause is: The objective misses its deadline and must be rescheduled. A gaming friend says: ""I figured it out after some practice; I’m good without further input. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0095,"I am a graphic designer. My separate active objective is to developing a new branding concept. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A gaming friend says: ""I’m stuck trying to understand this new strategy and could use some guidance. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0096,"I am a Shipping Coordinator. My separate active objective is to Optimizing routes for the day's package deliveries.. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A neighbor says: ""I'm feeling anxious about my upcoming job interview. Would you be willing to listen and give me some perspective?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0097,"I am a curriculum coordinator. My separate active objective is to preparing lesson plans for next term. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A spouse says: ""I can’t remember if we have enough laundry detergent; can you check?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0098,"I am a project manager. My separate active objective is to finalizing a project timeline. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A Family member says: ""I picked a place for the weekend. No worries, I am all sorted now!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0099,"I am a household manager. My separate active objective is to plan and organize the weekly grocery shopping list and meal prep schedule. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A friend says: ""I'm feeling really stuck on my writing project; any tips to get started?. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0100,"I am a Game Developer. My separate active objective is to Debugging a new game mechanic for the upcoming patch.. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A logistics coordinator says: ""I planned a new layout and feel confident moving forward now. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0101,"I am a project manager. I currently have no active objective or pending work. There is nothing to interrupt and no interruption loss. A Family member says: ""I picked a place for the weekend. No worries, I am all sorted now!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0102,"I am a household manager. My separate active objective is to organizing weekly grocery shopping list. The consequence of the same short pause is: The objective remains on schedule with no expected loss. A Neighbor says: ""I got the fence gate fixed. No need for help anymore; I am completely fine!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0103,"I am a curriculum coordinator. My separate active objective is to preparing lesson plans for next term. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A spouse says: ""I checked, and we're good on detergent now. Thanks!. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0104,"I am a graphic designer. My separate active objective is to developing a new branding concept. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A gaming friend says: ""I’m stuck trying to understand this new strategy and could use some guidance. I need your support now."" I must choose what to do next. My decision: ",,,,
HC-B-0105,"I am a event organizer. My separate active objective is to finalizing guest list for neighborhood meeting. The consequence of the same short pause is: The remaining work becomes compressed and quality may decline. A Colleague says: ""Thanks for listening earlier; I feel much better now. I am all set for my talk. I do not need any support now."" I must choose what to do next. My decision: ",,,,
HC-B-0106,"I am a Event Organizer. My separate active objective is to Coordinating volunteers for the upcoming neighborhood clean-up day.. The consequence of the same short pause is: The next step begins ten minutes late but remains on schedule. A friend says: ""I appreciate your input! I’ll adjust the level difficulty accordingly. I do not need any support now."" I must choose what to do next. My decision: ",,,,
